"Date","Price","Open","High","Low","Vol.","Change %"
"04-11-2010","117.34","117.58","117.67","116.05","8.82M","0.82%"
"05-11-2010","117.44","118.01","118.34","116.81","1.68M","0.09%"
"08-11-2010","116.45","118.93","118.93","115.75","6.95M","-0.84%"
"09-11-2010","117.87","116.68","118.30","115.42","6.84M","1.22%"
"10-11-2010","117.34","117.67","118.27","116.95","5.45M","-0.45%"
"11-11-2010","116.25","117.67","118.01","115.79","3.75M","-0.93%"
"12-11-2010","115.25","116.61","117.34","114.29","6.22M","-0.86%"
"15-11-2010","116.12","114.96","116.35","113.53","3.98M","0.75%"
"16-11-2010","112.67","116.65","116.98","111.74","8.60M","-2.97%"
"18-11-2010","114.00","116.51","116.51","111.71","12.34M","1.18%"
"19-11-2010","113.33","114.19","114.69","112.44","8.83M","-0.59%"
"22-11-2010","116.61","113.53","116.95","112.97","12.25M","2.89%"
"23-11-2010","114.36","116.18","116.68","112.40","12.79M","-1.93%"
"24-11-2010","115.16","115.32","115.52","113.83","9.20M","0.70%"
"25-11-2010","112.50","114.43","114.99","111.44","13.47M","-2.31%"
"26-11-2010","111.14","112.87","113.23","110.08","14.76M","-1.21%"
"29-11-2010","111.77","111.38","112.54","108.72","19.10M","0.57%"
"30-11-2010","113.96","111.08","114.69","110.05","19.83M","1.96%"
"01-12-2010","113.63","114.36","114.36","112.60","7.09M","-0.29%"
"02-12-2010","113.30","114.13","114.63","112.54","12.73M","-0.29%"
"03-12-2010","113.56","111.05","114.03","109.39","14.19M","0.23%"
"06-12-2010","112.07","113.37","113.37","111.71","6.00M","-1.31%"
"07-12-2010","111.51","111.77","112.50","110.25","9.98M","-0.50%"
"08-12-2010","110.55","111.38","112.70","110.22","9.76M","-0.86%"
"09-12-2010","110.91","111.01","111.71","109.92","11.09M","0.33%"
"10-12-2010","112.90","111.31","113.30","110.71","6.27M","1.79%"
"13-12-2010","110.81","113.20","113.37","109.72","9.00M","-1.85%"
"14-12-2010","111.64","111.38","112.44","110.78","7.17M","0.75%"
"15-12-2010","110.71","110.51","111.91","110.38","7.96M","-0.83%"
"16-12-2010","111.41","111.67","111.67","108.82","7.14M","0.63%"
"20-12-2010","110.68","111.54","111.54","109.79","5.86M","-0.66%"
"21-12-2010","110.81","110.71","111.05","109.92","5.14M","0.12%"
"22-12-2010","110.98","111.84","111.84","110.18","5.15M","0.15%"
"23-12-2010","110.65","111.64","111.64","110.15","4.38M","-0.30%"
"24-12-2010","112.64","109.85","112.97","109.85","7.44M","1.80%"
"27-12-2010","112.54","112.54","113.53","112.07","6.93M","-0.09%"
"28-12-2010","113.50","112.54","113.90","112.54","4.31M","0.85%"
"29-12-2010","115.49","113.50","115.75","113.46","10.21M","1.75%"
"30-12-2010","115.72","114.89","116.91","114.46","29.50M","0.20%"
"31-12-2010","115.79","115.25","116.65","115.12","10.41M","0.06%"
"03-01-2011","115.88","116.65","116.65","115.29","3.49M","0.08%"
"04-01-2011","117.67","116.02","118.07","116.02","14.94M","1.54%"
"05-01-2011","119.20","117.61","119.46","116.55","12.79M","1.30%"
"06-01-2011","118.60","119.56","120.00","116.58","8.91M","-0.50%"
"07-01-2011","114.36","118.04","119.33","113.10","10.80M","-3.58%"
"10-01-2011","113.10","114.16","114.29","111.74","12.40M","-1.10%"
"11-01-2011","112.77","112.84","115.35","111.41","11.89M","-0.29%"
"12-01-2011","115.19","114.13","115.62","111.77","7.67M","2.15%"
"13-01-2011","114.79","114.72","115.82","113.63","11.31M","-0.35%"
"14-01-2011","113.07","114.43","117.44","112.11","8.99M","-1.50%"
"17-01-2011","114.00","112.77","115.95","111.14","14.17M","0.82%"
"18-01-2011","116.78","114.29","117.18","114.09","9.61M","2.44%"
"19-01-2011","116.32","117.01","118.21","115.09","14.10M","-0.39%"
"20-01-2011","113.80","115.59","116.61","113.13","11.02M","-2.17%"
"21-01-2011","111.97","113.50","114.39","111.64","13.52M","-1.61%"
"24-01-2011","112.11","112.67","113.00","111.38","7.69M","0.13%"
"25-01-2011","111.38","112.17","112.93","111.05","7.83M","-0.65%"
"27-01-2011","111.24","111.94","112.54","110.71","11.72M","-0.13%"
"28-01-2011","111.48","111.94","112.87","109.79","16.01M","0.22%"
"31-01-2011","107.80","110.78","111.31","106.70","17.01M","-3.30%"
"01-02-2011","105.81","108.49","108.59","103.55","21.25M","-1.85%"
"02-02-2011","105.41","106.57","107.20","104.75","9.64M","-0.38%"
"03-02-2011","105.71","105.01","106.87","104.48","7.09M","0.28%"
"04-02-2011","101.43","105.81","106.57","100.57","14.63M","-4.05%"
"07-02-2011","104.15","103.29","105.24","101.63","14.67M","2.68%"
"08-02-2011","103.49","104.42","104.91","103.42","9.35M","-0.63%"
"09-02-2011","102.03","103.42","103.75","101.27","12.68M","-1.41%"
"10-02-2011","103.52","102.23","105.38","102.23","10.72M","1.46%"
"11-02-2011","102.82","103.98","104.15","102.10","8.65M","-0.68%"
"14-02-2011","104.42","102.56","105.94","102.56","10.01M","1.56%"
"15-02-2011","104.15","105.18","105.21","102.49","6.53M","-0.26%"
"16-02-2011","104.02","103.55","105.31","103.55","5.48M","-0.12%"
"17-02-2011","105.05","104.42","105.34","102.66","10.35M","0.99%"
"18-02-2011","103.26","104.98","106.17","102.76","7.14M","-1.70%"
"21-02-2011","104.88","103.26","105.31","102.49","3.90M","1.57%"
"22-02-2011","103.89","104.68","104.68","103.09","6.84M","-0.94%"
"23-02-2011","103.16","104.08","104.42","102.82","5.24M","-0.70%"
"24-02-2011","99.87","102.33","103.55","98.78","26.72M","-3.19%"
"25-02-2011","103.62","101.23","104.02","100.44","13.68M","3.75%"
"28-02-2011","112.04","103.45","112.70","102.36","45.49M","8.13%"
"01-03-2011","115.09","113.23","115.35","113.10","21.95M","2.72%"
"03-03-2011","115.06","114.03","116.68","113.50","19.98M","-0.03%"
"04-03-2011","114.29","115.72","115.88","114.03","12.42M","-0.67%"
"07-03-2011","114.46","113.53","115.22","111.41","10.10M","0.15%"
"08-03-2011","114.00","115.16","115.29","113.46","8.57M","-0.40%"
"09-03-2011","113.86","114.29","114.79","113.10","6.32M","-0.12%"
"10-03-2011","113.56","113.66","114.00","112.24","6.64M","-0.26%"
"11-03-2011","113.60","113.20","114.69","112.40","5.98M","0.04%"
"14-03-2011","114.99","113.86","115.29","113.03","6.75M","1.22%"
"15-03-2011","112.77","113.40","114.56","111.18","10.41M","-1.93%"
"16-03-2011","113.50","113.13","114.26","113.13","4.94M","0.65%"
"17-03-2011","111.41","112.37","113.30","110.91","11.71M","-1.84%"
"18-03-2011","111.34","112.44","112.60","109.79","9.72M","-0.06%"
"21-03-2011","111.31","111.81","112.64","111.05","6.15M","-0.03%"
"22-03-2011","112.74","111.77","113.30","111.05","6.15M","1.28%"
"23-03-2011","114.00","112.70","114.33","112.14","8.54M","1.12%"
"24-03-2011","114.69","114.69","115.09","113.96","8.13M","0.61%"
"25-03-2011","117.64","116.02","118.01","115.02","17.56M","2.57%"
"28-03-2011","118.47","117.01","119.07","116.91","13.14M","0.71%"
"29-03-2011","118.83","119.00","119.33","118.11","12.57M","0.30%"
"30-03-2011","117.74","119.27","120.23","117.18","15.96M","-0.92%"
"31-03-2011","120.72","118.17","121.98","118.17","33.02M","2.53%"
"01-04-2011","120.99","120.69","122.61","120.26","16.60M","0.22%"
"04-04-2011","122.55","121.62","122.65","121.19","9.67M","1.29%"
"05-04-2011","122.12","122.48","123.11","121.49","8.18M","-0.35%"
"06-04-2011","121.29","121.55","122.41","119.86","5.44M","-0.68%"
"07-04-2011","121.02","121.32","121.65","120.23","5.62M","-0.22%"
"08-04-2011","121.82","121.25","122.98","120.56","10.35M","0.66%"
"11-04-2011","122.65","122.05","124.64","121.75","12.36M","0.68%"
"13-04-2011","126.03","122.65","126.82","121.82","15.72M","2.76%"
"15-04-2011","126.96","126.03","127.72","125.07","16.65M","0.74%"
"18-04-2011","126.09","127.06","129.11","124.30","13.13M","-0.69%"
"19-04-2011","124.30","125.30","126.62","123.91","11.98M","-1.42%"
"20-04-2011","126.36","125.13","126.82","124.30","8.52M","1.66%"
"21-04-2011","126.06","127.92","127.92","125.63","14.23M","-0.24%"
