"Date","Price","Open","High","Low","Vol.","Change %"
"29-05-2023","97,782.20","98,050.00","98,440.90","97,475.00","4.10K","-0.10%"
"30-05-2023","97,096.40","97,782.20","97,935.00","96,900.00","4.29K","-0.70%"
"31-05-2023","97,211.70","96,906.40","98,650.75","96,650.10","13.32K","0.12%"
"01-06-2023","97,567.30","97,100.00","97,988.95","97,099.00","3.80K","0.37%"
"02-06-2023","96,368.50","97,567.30","98,100.00","96,067.55","7.51K","-1.23%"
"05-06-2023","96,797.45","96,880.00","97,187.95","96,502.15","3.00K","0.45%"
"06-06-2023","96,636.25","96,888.00","97,249.50","96,227.65","4.25K","-0.17%"
"07-06-2023","97,553.10","97,000.00","99,230.50","96,775.15","10.78K","0.95%"
"08-06-2023","97,077.35","97,610.00","98,599.00","96,900.00","9.41K","-0.49%"
"09-06-2023","98,390.95","97,264.00","98,597.90","97,150.00","8.60K","1.35%"
"12-06-2023","98,968.55","98,335.10","99,400.00","98,152.75","7.63K","0.59%"
"13-06-2023","99,992.85","99,150.20","100,439.95","99,150.20","16.66K","1.03%"
"14-06-2023","100,114.15","99,993.00","100,400.00","99,400.00","9.79K","0.12%"
"15-06-2023","100,081.00","100,099.00","100,849.60","99,711.00","8.30K","-0.03%"
"16-06-2023","99,892.50","100,083.00","100,694.95","99,549.50","9.71K","-0.19%"
"19-06-2023","99,758.20","100,000.00","100,651.00","99,557.05","4.96K","-0.13%"
"20-06-2023","99,348.20","100,200.00","100,200.00","98,280.10","8.91K","-0.41%"
"21-06-2023","100,422.20","99,648.00","100,950.00","99,484.35","10.71K","1.08%"
"22-06-2023","99,868.45","100,400.00","100,900.00","99,500.00","5.56K","-0.55%"
"23-06-2023","99,492.05","99,977.00","99,977.00","98,880.05","4.67K","-0.38%"
"26-06-2023","99,954.65","99,799.95","100,079.90","99,071.80","3.70K","0.46%"
"27-06-2023","99,591.25","99,900.00","100,500.95","99,300.00","7.86K","-0.36%"
"28-06-2023","100,387.20","99,891.25","100,699.85","99,600.00","4.18K","0.80%"
"30-06-2023","101,260.50","100,598.00","101,648.30","100,020.25","9.62K","0.87%"
"03-07-2023","99,899.45","101,073.00","101,888.00","99,600.00","9.23K","-1.34%"
"04-07-2023","99,148.90","100,480.00","100,480.00","99,000.00","5.73K","-0.75%"
"05-07-2023","100,191.20","99,600.00","100,300.00","99,099.00","5.43K","1.05%"
"06-07-2023","101,306.50","100,215.00","101,888.00","100,043.50","8.59K","1.11%"
"07-07-2023","101,227.65","101,180.00","101,974.95","100,680.00","6.35K","-0.08%"
"10-07-2023","100,602.85","101,177.00","101,842.30","100,400.25","5.53K","-0.62%"
"11-07-2023","101,930.20","100,949.90","102,214.90","100,811.05","7.42K","1.32%"
"12-07-2023","102,231.40","101,899.00","102,494.95","101,652.70","6.69K","0.30%"
"13-07-2023","101,263.95","102,102.00","102,300.00","101,003.30","3.26K","-0.95%"
"14-07-2023","102,141.20","101,450.00","102,400.00","101,264.25","5.11K","0.87%"
"17-07-2023","101,988.15","102,141.20","102,341.20","101,820.50","2.07K","-0.15%"
"18-07-2023","102,245.45","102,000.00","102,499.95","101,611.05","3.21K","0.25%"
"19-07-2023","102,718.15","102,256.00","102,990.00","102,065.30","4.96K","0.46%"
"20-07-2023","101,896.20","102,500.00","102,733.95","101,600.00","3.77K","-0.80%"
"21-07-2023","102,089.25","101,999.30","102,300.30","101,550.00","2.11K","0.19%"
"24-07-2023","102,723.50","102,100.00","103,186.70","101,750.00","4.02K","0.62%"
"25-07-2023","102,525.80","102,202.10","102,699.00","102,000.00","2.05K","-0.19%"
"26-07-2023","102,205.15","103,000.00","103,263.50","102,000.00","4.15K","-0.31%"
"27-07-2023","102,403.15","102,625.00","102,899.00","101,870.35","2.54K","0.19%"
"28-07-2023","102,534.15","102,050.20","102,792.15","101,880.70","2.61K","0.13%"
